-2.9 1.9 10.31
-2.9 2 10.41
-2.9 2.1 10.51
-2.9 2.2 10.61
-2.9 2.3 10.71
-2.9 2.4 10.81
-2.9 2.5 10.91
-2.9 2.6 11.01
-2.9 2.7 11.11
-2.9 2.8 11.21
-2.9 2.9 11.31

-2.8 -3 4.84
-2.8 -2.9 4.94
-2.8 -2.8 5.04
-2.8 -2.7 5.14
-2.8 -2.6 5.24
-2.8 -2.5 5.34
-2.8 -2.4 5.44
-2.8 -2.3 5.54
-2.8 -2.2 5.64
-2.8 -2.1 5.74
-2.8 -2 5.84
-2.8 -1.9 5.94
-2.8 -1.8 6.04
-2.8 -1.7 6.14
-2.8 -1.6 6.24
-2.8 -1.5 6.34
-2.8 -1.4 6.44
-2.8 -1.3 6.54
-2.8 -1.2 6.64
-2.8 -1.1 6.74
-2.8 -1 6.84
-2.8 -0.9 6.94
-2.8 -0.8 7.04
-2.8 -0.7 7.14
-2.8 -0.6 7.24
-2.8 -0.5 7.34
-2.8 -0.4 7.44
-2.8 -0.3 7.54
-2.8 -0.2 7.64
-2.8 -0.1 7.74
-2.8 1.52656e-15 7.84
-2.8 0.1 7.94
-2.8 0.2 8.04
-2.8 0.3 8.14
-2.8 0.4 8.24
-2.8 0.5 8.34
-2.8 0.6 8.44
-2.8 0.7 8.54
-2.8 0.8 8.64
-2.8 0.9 8.74
-2.8 1 8.84
-2.8 1.1 8.94
-2.8 1.2 9.04
-2.8 1.3 9.14
-2.8 1.4 9.24
-2.8 1.5 9.34
-2.8 1.6 9.44
-2.8 1.7 9.54
-2.8 1.8 9.64
-2.8 1.9 9.74
-2.8 2 9.84
-2.8 2.1 9.94
-2.8 2.2 10.04
-2.8 2.3 10.14
-2.8 2.4 10.24
-2.8 2.5 10.34
-2.8 2.6 10.44
-2.8 2.7 10.54
-2.8 2.8 10.64
-2.8 2.9 10.74

-2.7 -3 4.29
-2.7 -2.9 4.39
-2.7 -2.8 4.49
-2.7 -2.7 4.59
-2.7 -2.6 4.69
-2.7 -2.5 4.79
-2.7 -2.4 4.89
-2.7 -2.3 4.99
-2.7 -2.2 5.09
-2.7 -2.1 5.19
-2.7 -2 5.29
-2.7 -1.9 5.39
-2.7 -1.8 5.49
-2.7 -1.7 5.59
-2.7 -1.6 5.69
-2.7 -1.5 5.79
-2.7 -1.4 5.89
-2.7 -1.3 5.99
-2.7 -1.2 6.09
-2.7 -1.1 6.19
-2.7 -1 6.29
-2.7 -0.9 6.39
-2.7 -0.8 6.49
-2.7 -0.7 6.59
-2.7 -0.6 6.69
-2.7 -0.5 6.79
-2.7 -0.4 6.89
-2.7 -0.3 6.99
-2.7 -0.2 7.09
-2.7 -0.1 7.19
-2.7 1.52656e-15 7.29
-2.7 0.1 7.39
-2.7 0.2 7.49
-2.7 0.3 7.59
-2.7 0.4 7.69
-2.7 0.5 7.79
-2.7 0.6 7.89
-2.7 0.7 7.99
-2.7 0.8 8.09
-2.7 0.9 8.19
-2.7 1 8.29
-2.7 1.1 8.39
-2.7 1.2 8.49
-2.7 1.3 8.59
-2.7 1.4 8.69
-2.7 1.5 8.79
-2.7 1.6 8.89
-2.7 1.7 8.99
-2.7 1.8 9.09
-2.7 1.9 9.19
-2.7 2 9.29
-2.7 2.1 9.39
-2.7 2.2 9.49
-2.7 2.3 9.59
-2.7 2.4 9.69
-2.7 2.5 9.79
-2.7 2.6 9.89
-2.7 2.7 9.99
-2.7 2.8 10.09
-2.7 2.9 10.19

-2.6 -3 3.76
-2.6 -2.9 3.86
-2.6 -2.8 3.96
-2.6 -2.7 4.06
-2.6 -2.6 4.16
-2.6 -2.5 4.26
-2.6 -2.4 4.36
-2.6 -2.3 4.46
-2.6 -2.2 4.56
-2.6 -2.1 4.66
-2.6 -2 4.76
-2.6 -1.9 4.86
-2.6 -1.8 4.96
-2.6 -1.7 5.06
-2.6 -1.6 5.16
-2.6 -1.5 5.26
-2.6 -1.4 5.36
-2.6 -1.3 5.46
-2.6 -1.2 5.56
-2.6 -1.1 5.66
-2.6 -1 5.76
-2.6 -0.9 5.86
-2.6 -0.8 5.96
-2.6 -0.7 6.06
-2.6 -0.6 6.16
-2.6 -0.5 6.26
-2.6 -0.4 6.36
-2.6 -0.3 6.46
-2.6 -0.2 6.56
-2.6 -0.1 6.66
-2.6 1.52656e-15 6.76
-2.6 0.1 6.86
-2.6 0.2 6.96
-2.6 0.3 7.06
-2.6 0.4 7.16
-2.6 0.5 7.26
-2.6 0.6 7.36
-2.6 0.7 7.46
-2.6 0.8 7.56
-2.6 0.9 7.66
-2.6 1 7.76
-2.6 1.1 7.86
-2.6 1.2 7.96
-2.6 1.3 8.06
-2.6 1.4 8.16
-2.6 1.5 8.26
-2.6 1.6 8.36
-2.6 1.7 8.46
-2.6 1.8 8.56
-2.6 1.9 8.66
-2.6 2 8.76
-2.6 2.1 8.86
-2.6 2.2 8.96
-2.6 2.3 9.06
-2.6 2.4 9.16
-2.6 2.5 9.26
-2.6 2.6 9.36
-2.6 2.7 9.46
-2.6 2.8 9.56
-2.6 2.9 9.66

-2.5 -3 3.25
-2.5 -2.9 3.35
-2.5 -2.8 3.45
-2.5 -2.7 3.55
-2.5 -2.6 3.65
-2.5 -2.5 3.75
-2.5 -2.4 3.85
-2.5 -2.3 3.95
-2.5 -2.2 4.05
-2.5 -2.1 4.15
-2.5 -2 4.25
-2.5 -1.9 4.35
-2.5 -1.8 4.45
-2.5 -1.7 4.55
-2.5 -1.6 4.65
-2.5 -1.5 4.75
-2.5 -1.4 4.85
-2.5 -1.3 4.95
-2.5 -1.2 5.05
-2.5 -1.1 5.15
-2.5 -1 5.25
-2.5 -0.9 5.35
-2.5 -0.8 5.45
-2.5 -0.7 5.55
-2.5 -0.6 5.65
-2.5 -0.5 5.75
-2.5 -0.4 5.85
-2.5 -0.3 5.95
-2.5 -0.2 6.05
-2.5 -0.1 6.15
-2.5 1.52656e-15 6.25
-2.5 0.1 6.35
-2.5 0.2 6.45
-2.5 0.3 6.55
-2.5 0.4 6.65
-2.5 0.5 6.75
-2.5 0.6 6.85
-2.5 0.7 6.95
-2.5 0.8 7.05
-2.5 0.9 7.15
-2.5 1 7.25
-2.5 1.1 7.35
-2.5 1.2 7.45
-2.5 1.3 7.55
-2.5 1.4 7.65
-2.5 1.5 7.75
-2.5 1.6 7.85
-2.5 1.7 7.95
-2.5 1.8 8.05
-2.5 1.9 8.15
-2.5 2 8.25
-2.5 2.1 8.35
-2.5 2.2 8.45
-2.5 2.3 8.55
-2.5 2.4 8.65
-2.5 2.5 8.75
-2.5 2.6 8.85
-2.5 2.7 8.95
-2.5 2.8 9.05
-2.5 2.9 9.15

-2.4 -3 2.76
-2.4 -2.9 2.86
-2.4 -2.8 2.96
-2.4 -2.7 3.06
-2.4 -2.6 3.16
-2.4 -2.5 3.26
-2.4 -2.4 3.36
-2.4 -2.3 3.46
-2.4 -2.2 3.56
-2.4 -2.1 3.66
-2.4 -2 3.76
-2.4 -1.9 3.86
-2.4 -1.8 3.96
-2.4 -1.7 4.06
-2.4 -1.6 4.16
-2.4 -1.5 4.26
-2.4 -1.4 4.36
-2.4 -1.3 4.46
-2.4 -1.2 4.56
-2.4 -1.1 4.66
-2.4 -1 4.76
-2.4 -0.9 4.86
-2.4 -0.8 4.96
-2.4 -0.7 5.06
-2.4 -0.6 5.16
-2.4 -0.5 5.26
-2.4 -0.4 5.36
-2.4 -0.3 5.46
-2.4 -0.2 5.56
-2.4 -0.1 5.66
-2.4 1.52656e-15 5.76
-2.4 0.1 5.86
-2.4 0.2 5.96
-2.4 0.3 6.06
-2.4 0.4 6.16
-2.4 0.5 6.26
-2.4 0.6 6.36
-2.4 0.7 6.46
-2.4 0.8 6.56
-2.4 0.9 6.66
-2.4 1 6.76
-2.4 1.1 6.86
-2.4 1.2 6.96
-2.4 1.3 7.06
-2.4 1.4 7.16
-2.4 1.5 7.26
-2.4 1.6 7.36
-2.4 1.7 7.46
-2.4 1.8 7.56
-2.4 1.9 7.66
-2.4 2 7.76
-2.4 2.1 7.86
-2.4 2.2 7.96
-2.4 2.3 8.06
-2.4 2.4 8.16
-2.4 2.5 8.26
-2.4 2.6 8.36
-2.4 2.7 8.46
-2.4 2.8 8.56
-2.4 2.9 8.66

-2.3 -3 2.29
-2.3 -2.9 2.39
-2.3 -2.8 2.49
-2.3 -2.7 2.59
-2.3 -2.6 2.69
-2.3 -2.5 2.79
-2.3 -2.4 2.89
-2.3 -2.3 2.99
-2.3 -2.2 3.09
-2.3 -2.1 3.19
-2.3 -2 3.29
-2.3 -1.9 3.39
-2.3 -1.8 3.49
-2.3 -1.7 3.59
-2.3 -1.6 3.69
-2.3 -1.5 3.79
-2.3 -1.4 3.89
-2.3 -1.3 3.99
-2.3 -1.2 4.09
-2.3 -1.1 4.19
-2.3 -1 4.29
-2.3 -0.9 4.39
-2.3 -0.8 4.49
-2.3 -0.7 4.59
-2.3 -0.6 4.69
-2.3 -0.5 4.79
-2.3 -0.4 4.89
-2.3 -0.3 4.99
-2.3 -0.2 5.09
-2.3 -0.1 5.19
-2.3 1.52656e-15 5.29
-2.3 0.1 5.39
-2.3 0.2 5.49
-2.3 0.3 5.59
-2.3 0.4 5.69
-2.3 0.5 5.79
-2.3 0.6 5.89
-2.3 0.7 5.99
-2.3 0.8 6.09
-2.3 0.9 6.19
-2.3 1 6.29
-2.3 1.1 6.39
-2.3 1.2 6.49
-2.3 1.3 6.59
-2.3 1.4 6.69
-2.3 1.5 6.79
-2.3 1.6 6.89
-2.3 1.7 6.99
-2.3 1.8 7.09
-2.3 1.9 7.19
-2.3 2 7.29
-2.3 2.1 7.39
-2.3 2.2 7.49
-2.3 2.3 7.59
-2.3 2.4 7.69
-2.3 2.5 7.79
-2.3 2.6 7.89
-2.3 2.7 7.99
-2.3 2.8 8.09
-2.3 2.9 8.19

-2.2 -3 1.84
-2.2 -2.9 1.94
-2.2 -2.8 2.04
-2.2 -2.7 2.14
-2.2 -2.6 2.24
-2.2 -2.5 2.34
-2.2 -2.4 2.44
-2.2 -2.3 2.54
-2.2 -2.2 2.64
-2.2 -2.1 2.74
-2.2 -2 2.84
-2.2 -1.9 2.94
-2.2 -1.8 3.04
-2.2 -1.7 3.14
-2.2 -1.6 3.24
-2.2 -1.5 3.34
-2.2 -1.4 3.44
-2.2 -1.3 3.54
-2.2 -1.2 3.64
-2.2 -1.1 3.74
-2.2 -1 3.84
-2.2 -0.9 3.94
-2.2 -0.8 4.04
-2.2 -0.7 4.14
-2.2 -0.6 4.24
-2.2 -0.5 4.34
-2.2 -0.4 4.44
-2.2 -0.3 4.54
-2.2 -0.2 4.64
-2.2 -0.1 4.74
-2.2 1.52656e-15 4.84
-2.2 0.1 4.94
-2.2 0.2 5.04
-2.2 0.3 5.14
-2.2 0.4 5.24
-2.2 0.5 5.34
-2.2 0.6 5.44
-2.2 0.7 5.54
-2.2 0.8 5.64
-2.2 0.9 5.74
-2.2 1 5.84
-2.2 1.1 5.94
-2.2 1.2 6.04
-2.2 1.3 6.14
-2.2 1.4 6.24
-2.2 1.5 6.34
-2.2 1.6 6.44
-2.2 1.7 6.54
-2.2 1.8 6.64
-2.2 1.9 6.74
-2.2 2 6.84
-2.2 2.1 6.94
-2.2 2.2 7.04
-2.2 2.3 7.14
-2.2 2.4 7.24
-2.2 2.5 7.34
-2.2 2.6 7.44
-2.2 2.7 7.54
-2.2 2.8 7.64
-2.2 2.9 7.74

-2.1 -3 1.41
-2.1 -2.9 1.51
-2.1 -2.8 1.61
-2.1 -2.7 1.71
-2.1 -2.6 1.81
-2.1 -2.5 1.91
-2.1 -2.4 2.01
-2.1 -2.3 2.11
-2.1 -2.2 2.21
-2.1 -2.1 2.31
-2.1 -2 2.41
-2.1 -1.9 2.51
-2.1 -1.8 2.61
-2.1 -1.7 2.71
-2.1 -1.6 2.81
-2.1 -1.5 2.91
-2.1 -1.4 3.01
-2.1 -1.3 3.11
-2.1 -1.2 3.21
-2.1 -1.1 3.31
-2.1 -1 3.41
-2.1 -0.9 3.51
-2.1 -0.8 3.61
-2.1 -0.7 3.71
-2.1 -0.6 3.81
-2.1 -0.5 3.91
-2.1 -0.4 4.01
-2.1 -0.3 4.11
-2.1 -0.2 4.21
-2.1 -0.1 4.31
-2.1 1.52656e-15 4.41
-2.1 0.1 4.51
-2.1 0.2 4.61
-2.1 0.3 4.71
-2.1 0.4 4.81
-2.1 0.5 4.91
-2.1 0.6 5.01
-2.1 0.7 5.11
-2.1 0.8 5.21
-2.1 0.9 5.31
-2.1 1 5.41
-2.1 1.1 5.51
-2.1 1.2 5.61
-2.1 1.3 5.71
-2.1 1.4 5.81
-2.1 1.5 5.91
-2.1 1.6 6.01
-2.1 1.7 6.11
-2.1 1.8 6.21
-2.1 1.9 6.31
-2.1 2 6.41
-2.1 2.1 6.51
-2.1 2.2 6.61
-2.1 2.3 6.71
-2.1 2.4 6.81
-2.1 2.5 6.91
-2.1 2.6 7.01
-2.1 2.7 7.11
-2.1 2.8 7.21
-2.1 2.9 7.31

-2 -3 1
-2 -2.9 1.1
-2 -2.8 1.2
-2 -2.7 1.3
-2 -2.6 1.4
-2 -2.5 1.5
-2 -2.4 1.6
-2 -2.3 1.7
-2 -2.2 1.8
-2 -2.1 1.9
-2 -2 2
-2 -1.9 2.1
-2 -1.8 2.2
-2 -1.7 2.3
-2 -1.6 2.4
-2 -1.5 2.5
-2 -1.4 2.6
-2 -1.3 2.7
-2 -1.2 2.8
-2 -1.1 2.9
-2 -1 3
-2 -0.9 3.1
-2 -0.8 3.2
-2 -0.7 3.3
-2 -0.6 3.4
-2 -0.5 3.5
-2 -0.4 3.6
-2 -0.3 3.7
-2 -0.2 3.8
-2 -0.1 3.9
-2 1.52656e-15 4
-2 0.1 4.1
-2 0.2 4.2
-2 0.3 4.3
-2 0.4 4.4
-2 0.5 4.5
-2 0.6 4.6
-2 0.7 4.7
-2 0.8 4.8
-2 0.9 4.9
-2 1 5
-2 1.1 5.1
-2 1.2 5.2
-2 1.3 5.3
-2 1.4 5.4
-2 1.5 5.5
-2 1.6 5.6
-2 1.7 5.7
-2 1.8 5.8
-2 1.9 5.9
-2 2 6
-2 2.1 6.1
-2 2.2 6.2
-2 2.3 6.3
-2 2.4 6.4
-2 2.5 6.5
-2 2.6 6.6
-2 2.7 6.7
-2 2.8 6.8
-2 2.9 6.9

-1.9 -3 0.61
-1.9 -2.9 0.71
-1.9 -2.8 0.81
-1.9 -2.7 0.91
-1.9 -2.6 1.01
-1.9 -2.5 1.11
-1.9 -2.4 1.21
-1.9 -2.3 1.31
-1.9 -2.2 1.41
-1.9 -2.1 1.51
-1.9 -2 1.61
-1.9 -1.9 1.71
-1.9 -1.8 1.81
-1.9 -1.7 1.91
-1.9 -1.6 2.01
-1.9 -1.5 2.11
-1.9 -1.4 2.21
-1.9 -1.3 2.31
-1.9 -1.2 2.41
-1.9 -1.1 2.51
-1.9 -1 2.61
-1.9 -0.9 2.71
-1.9 -0.8 2.81
-1.9 -0.7 2.91
-1.9 -0.6 3.01
-1.9 -0.5 3.11
-1.9 -0.4 3.21
-1.9 -0.3 3.31
-1.9 -0.2 3.41
-1.9 -0.1 3.51
-1.9 1.52656e-15 3.61
-1.9 0.1 3.71
-1.9 0.2 3.81
-1.9 0.3 3.91
-1.9 0.4 4.01
-1.9 0.5 4.11
-1.9 0.6 4.21
-1.9 0.7 4.31
-1.9 0.8 4.41
-1.9 0.9 4.51
-1.9 1 4.61
-1.9 1.1 4.71
-1.9 1.2 4.81
-1.9 1.3 4.91
-1.9 1.4 5.01
-1.9 1.5 5.11
-1.9 1.6 5.21
-1.9 1.7 5.31
-1.9 1.8 5.41
-1.9 1.9 5.51
-1.9 2 5.61
-1.9 2.1 5.71
-1.9 2.2 5.81
-1.9 2.3 5.91
-1.9 2.4 6.01
-1.9 2.5 6.11
-1.9 2.6 6.21
-1.9 2.7 6.31
-1.9 2.8 6.41
-1.9 2.9 6.51

-1.8 -3 0.24
-1.8 -2.9 0.34
-1.8 -2.8 0.44
-1.8 -2.7 0.54
-1.8 -2.6 0.64
-1.8 -2.5 0.74
-1.8 -2.4 0.84
-1.8 -2.3 0.94
-1.8 -2.2 1.04
-1.8 -2.1 1.14
-1.8 -2 1.24
-1.8 -1.9 1.34
-1.8 -1.8 1.44
-1.8 -1.7 1.54
-1.8 -1.6 1.64
-1.8 -1.5 1.74
-1.8 -1.4 1.84
-1.8 -1.3 1.94
-1.8 -1.2 2.04
-1.8 -1.1 2.14
-1.8 -1 2.24
-1.8 -0.9 2.34
-1.8 -0.8 2.44
-1.8 -0.7 2.54
-1.8 -0.6 2.64
-1.8 -0.5 2.74
-1.8 -0.4 2.84
-1.8 -0.3 2.94
-1.8 -0.2 3.04
-1.8 -0.1 3.14
-1.8 1.52656e-15 3.24
-1.8 0.1 3.34
-1.8 0.2 3.44
-1.8 0.3 3.54
-1.8 0.4 3.64
-1.8 0.5 3.74
-1.8 0.6 3.84
-1.8 0.7 3.94
-1.8 0.8 4.04
-1.8 0.9 4.14
-1.8 1 4.24
-1.8 1.1 4.34
-1.8 1.2 4.44
-1.8 1.3 4.54
-1.8 1.4 4.64
-1.8 1.5 4.74
-1.8 1.6 4.84
-1.8 1.7 4.94
-1.8 1.8 5.04
-1.8 1.9 5.14
-1.8 2 5.24
-1.8 2.1 5.34
-1.8 2.2 5.44
-1.8 2.3 5.54
-1.8 2.4 5.64
-1.8 2.5 5.74
-1.8 2.6 5.84
-1.8 2.7 5.94
-1.8 2.8 6.04
-1.8 2.9 6.14

-1.7 -3 -0.11
-1.7 -2.9 -0.01
-1.7 -2.8 0.09
-1.7 -2.7 0.19
-1.7 -2.6 0.29
-1.7 -2.5 0.39
-1.7 -2.4 0.49
-1.7 -2.3 0.59
-1.7 -2.2 0.69
-1.7 -2.1 0.79
-1.7 -2 0.89
-1.7 -1.9 0.99
-1.7 -1.8 1.09
-1.7 -1.7 1.19
-1.7 -1.6 1.29
-1.7 -1.5 1.39
-1.7 -1.4 1.49
-1.7 -1.3 1.59
-1.7 -1.2 1.69
-1.7 -1.1 1.79
-1.7 -1 1.89
-1.7 -0.9 1.99
-1.7 -0.8 2.09
-1.7 -0.7 2.19
-1.7 -0.6 2.29
-1.7 -0.5 2.39
-1.7 -0.4 2.49
-1.7 -0.3 2.59
-1.7 -0.2 2.69
-1.7 -0.1 2.79
-1.7 1.52656e-15 2.89
-1.7 0.1 2.99
-1.7 0.2 3.09
-1.7 0.3 3.19
-1.7 0.4 3.29
-1.7 0.5 3.39
-1.7 0.6 3.49
-1.7 0.7 3.59
-1.7 0.8 3.69
-1.7 0.9 3.79
-1.7 1 3.89
-1.7 1.1 3.99
-1.7 1.2 4.09
-1.7 1.3 4.19
-1.7 1.4 4.29
-1.7 1.5 4.39
-1.7 1.6 4.49
-1.7 1.7 4.59
-1.7 1.8 4.69
-1.7 1.9 4.79
-1.7 2 4.89
-1.7 2.1 4.99
-1.7 2.2 5.09
-1.7 2.3 5.19
-1.7 2.4 5.29
-1.7 2.5 5.39
-1.7 2.6 5.49
-1.7 2.7 5.59
-1.7 2.8 5.69
-1.7 2.9 5.79

-1.6 -3 -0.44
-1.6 -2.9 -0.34
-1.6 -2.8 -0.24
-1.6 -2.7 -0.14
-1.6 -2.6 -0.04
-1.6 -2.5 0.06
-1.6 -2.4 0.16
-1.6 -2.3 0.26
-1.6 -2.2 0.36
-1.6 -2.1 0.46
-1.6 -2 0.56
-1.6 -1.9 0.66
-1.6 -1.8 0.76
-1.6 -1.7 0.86
-1.6 -1.6 0.96
-1.6 -1.5 1.06
-1.6 -1.4 1.16
-1.6 -1.3 1.26
-1.6 -1.2 1.36
-1.6 -1.1 1.46
-1.6 -1 1.56
-1.6 -0.9 1.66
-1.6 -0.8 1.76
-1.6 -0.7 1.86
-1.6 -0.6 1.96
-1.6 -0.5 2.06
-1.6 -0.4 2.16
-1.6 -0.3 2.26
-1.6 -0.2 2.36
-1.6 -0.1 2.46
-1.6 1.52656e-15 2.56
-1.6 0.1 2.66
-1.6 0.2 2.76
-1.6 0.3 2.86
-1.6 0.4 2.96
-1.6 0.5 3.06
-1.6 0.6 3.16
-1.6 0.7 3.26
-1.6 0.8 3.36
-1.6 0.9 3.46
-1.6 1 3.56
-1.6 1.1 3.66
-1.6 1.2 3.76
-1.6 1.3 3.86
-1.6 1.4 3.96
-1.6 1.5 4.06
-1.6 1.6 4.16
-1.6 1.7 4.26
-1.6 1.8 4.36
-1.6 1.9 4.46
-1.6 2 4.56
-1.6 2.1 4.66
-1.6 2.2 4.76
-1.6 2.3 4.86
-1.6 2.4 4.96
-1.6 2.5 5.06
-1.6 2.6 5.16
-1.6 2.7 5.26
-1.6 2.8 5.36
-1.6 2.9 5.46

-1.5 -3 -0.75
-1.5 -2.9 -0.65
-1.5 -2.8 -0.55
-1.5 -2.7 -0.45
-1.5 -2.6 -0.35
-1.5 -2.5 -0.25
-1.5 -2.4 -0.15
-1.5 -2.3 -0.05
-1.5 -2.2 0.05
-1.5 -2.1 0.15
-1.5 -2 0.25
-1.5 -1.9 0.35
-1.5 -1.8 0.45
-1.5 -1.7 0.55
-1.5 -1.6 0.65
-1.5 -1.5 0.75
-1.5 -1.4 0.85
-1.5 -1.3 0.95
-1.5 -1.2 1.05
-1.5 -1.1 1.15
-1.5 -1 1.25
-1.5 -0.9 1.35
-1.5 -0.8 1.45
-1.5 -0.7 1.55
-1.5 -0.6 1.65
-1.5 -0.5 1.75
-1.5 -0.4 1.85
-1.5 -0.3 1.95
-1.5 -0.2 2.05
-1.5 -0.1 2.15
-1.5 1.52656e-15 2.25
-1.5 0.1 2.35
-1.5 0.2 2.45
-1.5 0.3 2.55
-1.5 0.4 2.65
-1.5 0.5 2.75
-1.5 0.6 2.85
-1.5 0.7 2.95
-1.5 0.8 3.05
-1.5 0.9 3.15
-1.5 1 3.25
-1.5 1.1 3.35
-1.5 1.2 3.45
-1.5 1.3 3.55
-1.5 1.4 3.65
-1.5 1.5 3.75
-1.5 1.6 3.85
-1.5 1.7 3.95
-1.5 1.8 4.05
-1.5 1.9 4.15
-1.5 2 4.25
-1.5 2.1 4.35
-1.5 2.2 4.45
-1.5 2.3 4.55
-1.5 2.4 4.65
-1.5 2.5 4.75
-1.5 2.6 4.85
-1.5 2.7 4.95
-1.5 2.8 5.05
-1.5 2.9 5.15

-1.4 -3 -1.04
-1.4 -2.9 -0.94
-1.4 -2.8 -0.84
-1.4 -2.7 -0.74
-1.4 -2.6 -0.64
-1.4 -2.5 -0.54
-1.4 -2.4 -0.44
-1.4 -2.3 -0.34
-1.4 -2.2 -0.24
-1.4 -2.1 -0.14
-1.4 -2 -0.04
-1.4 -1.9 0.06
-1.4 -1.8 0.16
-1.4 -1.7 0.26
-1.4 -1.6 0.36
-1.4 -1.5 0.46
-1.4 -1.4 0.56
-1.4 -1.3 0.66
-1.4 -1.2 0.76
-1.4 -1.1 0.86
-1.4 -1 0.96
-1.4 -0.9 1.06
-1.4 -0.8 1.16
-1.4 -0.7 1.26
-1.4 -0.6 1.36
-1.4 -0.5 1.46
-1.4 -0.4 1.56
-1.4 -0.3 1.66
-1.4 -0.2 1.76
-1.4 -0.1 1.86
-1.4 1.52656e-15 1.96
-1.4 0.1 2.06
-1.4 0.2 2.16
-1.4 0.3 2.26
-1.4 0.4 2.36
-1.4 0.5 2.46
-1.4 0.6 2.56
-1.4 0.7 2.66
-1.4 0.8 2.76
-1.4 0.9 2.86
-1.4 1 2.96
-1.4 1.1 3.06
-1.4 1.2 3.16
-1.4 1.3 3.26
-1.4 1.4 3.36
-1.4 1.5 3.46
-1.4 1.6 3.56
-1.4 1.7 3.66
-1.4 1.8 3.76
-1.4 1.9 3.86
-1.4 2 3.96
-1.4 2.1 4.06
-1.4 2.2 4.16
-1.4 2.3 4.26
-1.4 2.4 4.36
-1.4 2.5 4.46
-1.4 2.6 4.56
-1.4 2.7 4.66
-1.4 2.8 4.76
-1.4 2.9 4.86

-1.3 -3 -1.31
-1.3 -2.9 -1.21
-1.3 -2.8 -1.11
-1.3 -2.7 -1.01
-1.3 -2.6 -0.91
-1.3 -2.5 -0.81
-1.3 -2.4 -0.71
-1.3 -2.3 -0.61
-1.3 -2.2 -0.51
-1.3 -2.1 -0.41
-1.3 -2 -0.31
-1.3 -1.9 -0.21
-1.3 -1.8 -0.11
-1.3 -1.7 -0.01
-1.3 -1.6 0.09
-1.3 -1.5 0.19
-1.3 -1.4 0.29
-1.3 -1.3 0.39
-1.3 -1.2 0.49
-1.3 -1.1 0.59
-1.3 -1 0.69
-1.3 -0.9 0.79
-1.3 -0.8 0.89
-1.3 -0.7 0.99
-1.3 -0.6 1.09
-1.3 -0.5 1.19
-1.3 -0.4 1.29
-1.3 -0.3 1.39
-1.3 -0.2 1.49
-1.3 -0.1 1.59
-1.3 1.52656e-15 1.69
-1.3 0.1 1.79
-1.3 0.2 1.89
-1.3 0.3 1.99
-1.3 0.4 2.09
-1.3 0.5 2.19
-1.3 0.6 2.29
-1.3 0.7 2.39
-1.3 0.8 2.49
