
# Surface 0 of 1 surfaces

# Curve title: "'potentialGrid.dat' using 1:2:3"
# Contour 0, label:       -4
 7.37709 -5.53955 -4 
 7.38234 -5.54815 -4 
 7.38673 -5.55717 -4 
 7.39035 -5.56657 -4 
 7.39341 -5.57624 -4 
 7.39617 -5.58606 -4 
 7.39885 -5.59591 -4 
 7.40168 -5.60569 -4 
 7.40473 -5.61537 -4 
 7.40794 -5.62496 -4 
 7.41125 -5.63451 -4 
 7.41459 -5.64404 -4 
 7.4179 -5.65359 -4 
 7.42116 -5.66317 -4 
 7.42436 -5.67277 -4 
 7.42754 -5.68238 -4 
 7.4307 -5.692 -4 
 7.43387 -5.70162 -4 
 7.43705 -5.71123 -4 
 7.44025 -5.72083 -4 
 7.44345 -5.73043 -4 
 7.44666 -5.74002 -4 
 7.44987 -5.74962 -4 
 7.45308 -5.75922 -4 
 7.45628 -5.76882 -4 
 7.45948 -5.77842 -4 
 7.46268 -5.78802 -4 
 7.46588 -5.79763 -4 
 7.46907 -5.80723 -4 
 7.47227 -5.81683 -4 
 7.47547 -5.82643 -4 
 7.47868 -5.83603 -4 
 7.48188 -5.84563 -4 
 7.48508 -5.85523 -4 
 7.48828 -5.86483 -4 
 7.49148 -5.87443 -4 
 7.49468 -5.88404 -4 
 7.49788 -5.89364 -4 
 7.50108 -5.90324 -4 
 7.50427 -5.91284 -4 
 7.50747 -5.92244 -4 
 7.51067 -5.93205 -4 

 6.64122 -4.16606 -4 
 6.64842 -4.17322 -4 
 6.65471 -4.1811 -4 
 6.66024 -4.18958 -4 
 6.66556 -4.19824 -4 
 6.67113 -4.20673 -4 
 6.67699 -4.21501 -4 
 6.68293 -4.22321 -4 
 6.68876 -4.23148 -4 
 6.69429 -4.23994 -4 
 6.69933 -4.24872 -4 
 6.70375 -4.25791 -4 
 6.70776 -4.26736 -4 
 6.71174 -4.2768 -4 
 6.71606 -4.28599 -4 
 6.72109 -4.29465 -4 
 6.72717 -4.30254 -4 
 6.73428 -4.30969 -4 
 6.74177 -4.3166 -4 
 6.74894 -4.32379 -4 
 6.75519 -4.33171 -4 
 6.7607 -4.3402 -4 
 6.76598 -4.34889 -4 
 6.77145 -4.35746 -4 
 6.77712 -4.36587 -4 
 6.7829 -4.37419 -4 
 6.78865 -4.38251 -4 
 6.79428 -4.3909 -4 
 6.79966 -4.39943 -4 
 6.8047 -4.40817 -4 
 6.80944 -4.4171 -4 
 6.81394 -4.42616 -4 
 6.81828 -4.43533 -4 
 6.82252 -4.44456 -4 
 6.82673 -4.45379 -4 
 6.83099 -4.46301 -4 
 6.83533 -4.47217 -4 
 6.83981 -4.48124 -4 
 6.8445 -4.4902 -4 
 6.84943 -4.49902 -4 
 6.85464 -4.50767 -4 
 6.86011 -4.51617 -4 
 6.86575 -4.52458 -4 
 6.8715 -4.53292 -4 
 6.87729 -4.54124 -4 
 6.88304 -4.54958 -4 
 6.88872 -4.55796 -4 
 6.89432 -4.56639 -4 
 6.89989 -4.57484 -4 
 6.90546 -4.58329 -4 
 6.91106 -4.59171 -4 
 6.91673 -4.6001 -4 
 6.9225 -4.60843 -4 
 6.9283 -4.61674 -4 
 6.93407 -4.62508 -4 
 6.93972 -4.63348 -4 
 6.94518 -4.64199 -4 
 6.95038 -4.65065 -4 
 6.95527 -4.65949 -4 
 6.9599 -4.66848 -4 
 6.96436 -4.67757 -4 
 6.96872 -4.68672 -4 
 6.97305 -4.69589 -4 
 6.97741 -4.70503 -4 
 6.98185 -4.71413 -4 
 6.98636 -4.7232 -4 
 6.99091 -4.73223 -4 
 6.9955 -4.74125 -4 
 7.00013 -4.75024 -4 
 7.00476 -4.75923 -4 
 7.00939 -4.76823 -4 
 7.01397 -4.77726 -4 
 7.01847 -4.78632 -4 
 7.02287 -4.79544 -4 
 7.02713 -4.80464 -4 
 7.0313 -4.81388 -4 
 7.03552 -4.8231 -4 
 7.03994 -4.83221 -4 
 7.04468 -4.84115 -4 
 7.04989 -4.84983 -4 
 7.05564 -4.85822 -4 
 7.06171 -4.86643 -4 
 7.06783 -4.87461 -4 
 7.07369 -4.88289 -4 
 7.07901 -4.89144 -4 
 7.0835 -4.90039 -4 
 7.08702 -4.90983 -4 
 7.08991 -4.91958 -4 
 7.09261 -4.92943 -4 
 7.09559 -4.93914 -4 
 7.09929 -4.9485 -4 
 7.10408 -4.95733 -4 
 7.10976 -4.96572 -4 
 7.11591 -4.97388 -4 
 7.12209 -4.98202 -4 
 7.1279 -4.99034 -4 
 7.13288 -4.99907 -4 
 7.13674 -5.00835 -4 
 7.13976 -5.01804 -4 

 6.04406 -3.38835 -4 
 6.04855 -3.39743 -4 
 6.0538 -3.40596 -4 
 6.05985 -3.41392 -4 
 6.06657 -3.42138 -4 
 6.07385 -3.42845 -4 
 6.08155 -3.43522 -4 
 6.08954 -3.44177 -4 
 6.0977 -3.4482 -4 
 6.10589 -3.45461 -4 
 6.114 -3.46109 -4 
 6.12187 -3.46772 -4 
 6.1294 -3.47461 -4 
 6.13646 -3.48184 -4 
 6.1429 -3.48951 -4 
 6.14862 -3.49771 -4 
 6.1535 -3.5065 -4 
 6.15776 -3.51574 -4 
 6.16179 -3.52516 -4 
 6.16596 -3.53446 -4 
 6.17066 -3.54339 -4 
 6.17627 -3.55167 -4 
 6.18292 -3.55918 -4 
 6.19026 -3.56621 -4 
 6.19786 -3.57305 -4 
 6.20531 -3.57999 -4 
 6.21252 -3.58711 -4 
 6.21957 -3.59434 -4 
 6.22655 -3.60162 -4 
 6.23355 -3.60889 -4 
 6.24065 -3.61609 -4 
 6.24797 -3.62313 -4 
 6.25556 -3.62997 -4 
 6.26313 -3.63683 -4 
 6.27021 -3.64404 -4 
 6.27633 -3.65194 -4 
 6.2813 -3.66068 -4 
 6.28552 -3.66995 -4 
 6.28947 -3.67942 -4 
 6.29361 -3.68875 -4 
 6.29842 -3.69759 -4 
 6.30433 -3.70565 -4 
 6.31125 -3.71298 -4 
 6.31882 -3.71983 -4 
 6.32669 -3.72648 -4 
 6.33448 -3.73317 -4 
 6.34184 -3.74019 -4 
 6.34839 -3.74778 -4 
 6.35383 -3.75617 -4 
 6.35833 -3.76524 -4 
 6.36236 -3.77465 -4 
 6.36637 -3.78407 -4 
 6.37083 -3.79318 -4 
 6.37617 -3.80164 -4 
 6.38264 -3.80929 -4 
 6.38994 -3.81635 -4 
 6.3977 -3.82307 -4 
 6.40557 -3.82971 -4 
 6.41318 -3.83653 -4 
 6.42018 -3.84381 -4 
 6.42619 -3.85179 -4 
 6.4311 -3.86056 -4 
 6.43531 -3.86985 -4 
 6.43927 -3.87931 -4 
 6.44344 -3.88861 -4 
 6.44829 -3.89743 -4 
 6.45424 -3.90546 -4 
 6.4612 -3.91275 -4 
 6.46881 -3.91958 -4 
 6.4767 -3.92621 -4 
 6.48449 -3.9329 -4 
 6.49182 -3.93994 -4 
 6.4983 -3.94759 -4 
 6.50362 -3.95607 -4 
 6.50799 -3.96525 -4 
 6.51191 -3.97475 -4 
 6.51589 -3.98419 -4 
 6.52046 -3.9932 -4 
 6.52613 -4.00141 -4 
 6.53305 -4.00871 -4 
 6.54056 -4.01559 -4 
 6.54788 -4.02266 -4 
 6.55429 -4.03045 -4 
 6.55986 -4.0389 -4 
 6.56515 -4.04758 -4 
 6.57068 -4.05609 -4 
 6.57652 -4.06439 -4 
 6.58246 -4.0726 -4 
 6.58831 -4.08085 -4 
 6.59388 -4.08928 -4 
 6.59897 -4.09803 -4 
 6.60343 -4.1072 -4 
 6.60746 -4.11664 -4 
 6.61143 -4.12609 -4 
 6.61571 -4.1353 -4 
 6.62066 -4.14401 -4 
 6.62666 -4.15196 -4 
 6.63373 -4.15915 -4 
 6.64122 -4.16606 -4 

 5.39737 -2.64766 -4 
 5.40509 -2.65441 -4 
 5.41295 -2.66106 -4 
 5.42078 -2.66773 -4 
 5.4284 -2.67455 -4 
 5.43563 -2.68165 -4 
 5.4423 -2.68916 -4 
 5.44823 -2.6972 -4 
 5.45327 -2.70588 -4 
 5.4576 -2.71507 -4 
 5.46163 -2.72448 -4 
 5.46575 -2.73383 -4 
 5.47036 -2.74282 -4 
 5.47587 -2.75116 -4 
 5.48247 -2.75872 -4 
 5.48978 -2.76576 -4 
 5.49738 -2.77261 -4 
 5.50482 -2.77955 -4 
 5.51201 -2.78668 -4 
 5.51907 -2.79391 -4 
 5.52612 -2.80114 -4 
 5.53324 -2.80833 -4 
 5.54041 -2.81548 -4 
 5.54759 -2.82261 -4 
 5.55477 -2.82975 -4 
 5.56193 -2.8369 -4 
 5.56908 -2.84406 -4 
 5.57623 -2.85123 -4 
 5.58337 -2.85839 -4 
 5.59052 -2.86555 -4 
 5.59769 -2.8727 -4 
 5.60487 -2.87984 -4 
 5.61206 -2.88697 -4 
 5.61921 -2.89413 -4 
 5.6263 -2.90134 -4 
 5.63334 -2.90858 -4 
 5.64044 -2.91578 -4 
 5.6477 -2.92286 -4 
 5.65523 -2.92974 -4 
 5.66278 -2.93662 -4 
 5.6699 -2.9438 -4 
 5.67615 -2.95161 -4 
 5.68131 -2.96021 -4 
 5.68571 -2.96935 -4 
 5.68975 -2.97875 -4 
 5.69384 -2.98812 -4 
 5.69836 -2.99717 -4 
 5.7037 -3.00564 -4 
 5.70989 -3.01349 -4 
 5.71676 -3.02085 -4 
 5.72414 -3.02785 -4 
 5.73185 -3.0346 -4 
 5.73972 -3.04125 -4 
 5.74758 -3.0479 -4 
 5.75525 -3.05468 -4 
 5.76271 -3.06162 -4 
 5.76999 -3.06869 -4 
 5.77712 -3.07587 -4 
 5.78413 -3.08313 -4 
 5.79106 -3.09045 -4 
 5.79794 -3.0978 -4 
 5.80482 -3.10516 -4 
 5.81172 -3.1125 -4 
 5.81868 -3.1198 -4 
 5.82573 -3.12703 -4 
 5.83291 -3.13417 -4 
 5.84026 -3.14119 -4 
 5.8478 -3.14806 -4 
 5.85556 -3.15478 -4 
 5.86345 -3.16142 -4 
 5.87127 -3.16809 -4 
 5.87887 -3.17493 -4 
 5.88606 -3.18206 -4 
 5.89268 -3.1896 -4 
 5.89855 -3.19768 -4 
 5.90354 -3.20641 -4 
 5.90784 -3.21562 -4 
 5.91186 -3.22503 -4 
 5.916 -3.23436 -4 
 5.92066 -3.24332 -4 
 5.92623 -3.25162 -4 
 5.93287 -3.25915 -4 
 5.94021 -3.26617 -4 
 5.94781 -3.27301 -4 
 5.95526 -3.27995 -4 
 5.96247 -3.28707 -4 
 5.96953 -3.2943 -4 
 5.97651 -3.30158 -4 
 5.98352 -3.30884 -4 
 5.99063 -3.31603 -4 
 5.99793 -3.32308 -4 
 6.00548 -3.32996 -4 
 6.01302 -3.33684 -4 
 6.02011 -3.34404 -4 
 6.02633 -3.35187 -4 
 6.03149 -3.36047 -4 
 6.03591 -3.3696 -4 
 6.03997 -3.37898 -4 
 6.04406 -3.38835 -4 

 4.7231 -1.92684 -4 
 4.73076 -1.93363 -4 
 4.73861 -1.94029 -4 
 4.74646 -1.94694 -4 
 4.75417 -1.9537 -4 
 4.76165 -1.96062 -4 
 4.76895 -1.96768 -4 
 4.77609 -1.97484 -4 
 4.78312 -1.98209 -4 
 4.79006 -1.9894 -4 
 4.79696 -1.99675 -4 
 4.80384 -2.0041 -4 
 4.81073 -2.01145 -4 
 4.81768 -2.01875 -4 
 4.82472 -2.02599 -4 
 4.83188 -2.03315 -4 
 4.8392 -2.04019 -4 
 4.84671 -2.04709 -4 
 4.85444 -2.05383 -4 
 4.86232 -2.06047 -4 
 4.87016 -2.06713 -4 
 4.8778 -2.07394 -4 
 4.88506 -2.08101 -4 
 4.89178 -2.08849 -4 
 4.89776 -2.09649 -4 
 4.90287 -2.10512 -4 
 4.90725 -2.11428 -4 
 4.91129 -2.12368 -4 
 4.91539 -2.13304 -4 
 4.91994 -2.14207 -4 
 4.92536 -2.15049 -4 
 4.93186 -2.15811 -4 
 4.93913 -2.16519 -4 
 4.94672 -2.17203 -4 
 4.95422 -2.17895 -4 
 4.96146 -2.18604 -4 
 4.96853 -2.19326 -4 
 4.97551 -2.20054 -4 
 4.98251 -2.20781 -4 
 4.9896 -2.21501 -4 
 4.99687 -2.22209 -4 
 5.0044 -2.22898 -4 
 5.01197 -2.23583 -4 
 5.01916 -2.24297 -4 
 5.02551 -2.2507 -4 
 5.03077 -2.25923 -4 
 5.03523 -2.26833 -4 
 5.03929 -2.27771 -4 
 5.04336 -2.2871 -4 
 5.04782 -2.29619 -4 
 5.05307 -2.30472 -4 
 5.05919 -2.31263 -4 
 5.06601 -2.32003 -4 
 5.07335 -2.32705 -4 
 5.08103 -2.33383 -4 
 5.08888 -2.34048 -4 
 5.09672 -2.34715 -4 
 5.10439 -2.35394 -4 
 5.11182 -2.36089 -4 
 5.11907 -2.36799 -4 
 5.12617 -2.37518 -4 
 5.13319 -2.38244 -4 
 5.14016 -2.38973 -4 
 5.14713 -2.39702 -4 
 5.15415 -2.40427 -4 
 5.16123 -2.41148 -4 
 5.16836 -2.41866 -4 
 5.17553 -2.4258 -4 
 5.18273 -2.43293 -4 
 5.18993 -2.44005 -4 
 5.19714 -2.44717 -4 
 5.20434 -2.4543 -4 
 5.21152 -2.46144 -4 
 5.21868 -2.46859 -4 
 5.22584 -2.47575 -4 
 5.23298 -2.48291 -4 
 5.24012 -2.49008 -4 
 5.24726 -2.49725 -4 
 5.2544 -2.50442 -4 
 5.26153 -2.51159 -4 
 5.26868 -2.51875 -4 
 5.27582 -2.52592 -4 
 5.28298 -2.53307 -4 
 5.29015 -2.54022 -4 
 5.29733 -2.54736 -4 
 5.30453 -2.55448 -4 
 5.31174 -2.5616 -4 
 5.31895 -2.56872 -4 
 5.32614 -2.57585 -4 
 5.3333 -2.58301 -4 
 5.34042 -2.59019 -4 
 5.34749 -2.59741 -4 
 5.35449 -2.60467 -4 
 5.36146 -2.61197 -4 
 5.36844 -2.61925 -4 
 5.37547 -2.6265 -4 
 5.3826 -2.63367 -4 
 5.38989 -2.64073 -4 
 5.39737 -2.64766 -4 

 4.18664 -1.13017 -4 
 4.19342 -1.13733 -4 
 4.19834 -1.14528 -4 
 4.2008 -1.15431 -4 
 4.20101 -1.16434 -4 
 4.20005 -1.17488 -4 
 4.19907 -1.18544 -4 
 4.19921 -1.1955 -4 
 4.20155 -1.20458 -4 
 4.20636 -1.21259 -4 
 4.21304 -1.21981 -4 
 4.221 -1.22652 -4 
 4.22964 -1.23302 -4 
 4.23835 -1.2396 -4 
 4.24654 -1.24655 -4 
 4.25361 -1.25416 -4 
 4.25942 -1.26248 -4 
 4.26421 -1.27138 -4 
 4.26824 -1.28072 -4 
 4.27176 -1.29034 -4 
 4.27503 -1.3001 -4 
 4.27831 -1.30986 -4 
 4.28185 -1.31947 -4 
 4.2859 -1.32879 -4 
 4.29072 -1.33768 -4 
 4.29654 -1.346 -4 
 4.30361 -1.35361 -4 
 4.31176 -1.36059 -4 
 4.32043 -1.3672 -4 
 4.32902 -1.37372 -4 
 4.33695 -1.38045 -4 
 4.34363 -1.38766 -4 
 4.34846 -1.39564 -4 
 4.35089 -1.40465 -4 
 4.35116 -1.41461 -4 
 4.35029 -1.42508 -4 
 4.34935 -1.43562 -4 
 4.34939 -1.44577 -4 
 4.35144 -1.4551 -4 
 4.35574 -1.46349 -4 
 4.36187 -1.47111 -4 
 4.36941 -1.47814 -4 
 4.37793 -1.48473 -4 
 4.38699 -1.49107 -4 
 4.39616 -1.49731 -4 
 4.40501 -1.50364 -4 
 4.41337 -1.51015 -4 
 4.42123 -1.51687 -4 
 4.42858 -1.52384 -4 
 4.43545 -1.53109 -4 
 4.44182 -1.53867 -4 
 4.4477 -1.5466 -4 
 4.45311 -1.55493 -4 
 4.45808 -1.56362 -4 
 4.4627 -1.5726 -4 
 4.46705 -1.58181 -4 
 4.4712 -1.59116 -4 
 4.47525 -1.60059 -4 
 4.47928 -1.61002 -4 
 4.48339 -1.61938 -4 
 4.48772 -1.62857 -4 
 4.49237 -1.63752 -4 
 4.49747 -1.64615 -4 
 4.50312 -1.65438 -4 
 4.50935 -1.6622 -4 
 4.51608 -1.66966 -4 
 4.52323 -1.67683 -4 
 4.53072 -1.68375 -4 
 4.53847 -1.69048 -4 
 4.54641 -1.69707 -4 
 4.55445 -1.70359 -4 
 4.56248 -1.71012 -4 
 4.57037 -1.71675 -4 
 4.57798 -1.72358 -4 
 4.58516 -1.73072 -4 
 4.59177 -1.73826 -4 
 4.59769 -1.74631 -4 
 4.60277 -1.75497 -4 
 4.60716 -1.76411 -4 
 4.61124 -1.77349 -4 
 4.61536 -1.78283 -4 
 4.6199 -1.79187 -4 
 4.62524 -1.80034 -4 
 4.63162 -1.80806 -4 
 4.6388 -1.81519 -4 
 4.64647 -1.82198 -4 
 4.65429 -1.82866 -4 
 4.66192 -1.83547 -4 
 4.66905 -1.84265 -4 
 4.67532 -1.85045 -4 
 4.68054 -1.859 -4 
 4.685 -1.86809 -4 
 4.68909 -1.87747 -4 
 4.69318 -1.88683 -4 
 4.69766 -1.89592 -4 
 4.7029 -1.90445 -4 
 4.70899 -1.91237 -4 
 4.71578 -1.91979 -4 
 4.7231 -1.92684 -4 

 3.8246 -0.247829 -4 
 3.8273 -0.257312 -4 
 3.83185 -0.266358 -4 
 3.83735 -0.275181 -4 
 3.84289 -0.283993 -4 
 3.84759 -0.293005 -4 
 3.85053 -0.302431 -4 
 3.8514 -0.312347 -4 
 3.85095 -0.322575 -4 
 3.85006 -0.332907 -4 
 3.8496 -0.343134 -4 
 3.85046 -0.353051 -4 
 3.85304 -0.362556 -4 
 3.85704 -0.371727 -4 
 3.86208 -0.380655 -4 
 3.86778 -0.389434 -4 
 3.87374 -0.398155 -4 
 3.87961 -0.406906 -4 
 3.88515 -0.415738 -4 
 3.89019 -0.424684 -4 
 3.89455 -0.433776 -4 
 3.89806 -0.44305 -4 
 3.90055 -0.452537 -4 
 3.90195 -0.46226 -4 
 3.90239 -0.472219 -4 
 3.90202 -0.48241 -4 
 3.90099 -0.492832 -4 
 3.89946 -0.503481 -4 
 3.89775 -0.514252 -4 
 3.8965 -0.524882 -4 
 3.89633 -0.535093 -4 
 3.8979 -0.544608 -4 
 3.90182 -0.553154 -4 
 3.90814 -0.560709 -4 
 3.91608 -0.567584 -4 
 3.92482 -0.574116 -4 
 3.93351 -0.58064 -4 
 3.94134 -0.587492 -4 
 3.94747 -0.595009 -4 
 3.9511 -0.603519 -4 
 3.95216 -0.613062 -4 
 3.95163 -0.623302 -4 
 3.95051 -0.633874 -4 
 3.94983 -0.644417 -4 
 3.95058 -0.654574 -4 
 3.95314 -0.664203 -4 
 3.95718 -0.673397 -4 
 3.96234 -0.682262 -4 
 3.96826 -0.690906 -4 
 3.97457 -0.699434 -4 
 3.98092 -0.707953 -4 
 3.98693 -0.716572 -4 
 3.99223 -0.725398 -4 
 3.99644 -0.734542 -4 
 3.9992 -0.74411 -4 
 4.00016 -0.754207 -4 
 3.99954 -0.764733 -4 
 3.99837 -0.775335 -4 
 3.99769 -0.785641 -4 
 3.99855 -0.795282 -4 
 4.00198 -0.803899 -4 
 4.00809 -0.811468 -4 
 4.01602 -0.818323 -4 
