
# Surface 0 of 1 surfaces

# Curve title: "'contourTest.dat' using 1:2:3"
# Contour 0, label:        3
-1.78135 -0.174869  3 
-1.78585 -0.190549  3 
-1.79037 -0.206224  3 
-1.79487 -0.221901  3 
-1.79933 -0.237594  3 
-1.80368 -0.253314  3 
-1.80795 -0.269059  3 
-1.81216 -0.284816  3 
-1.81637 -0.300577  3 
-1.82059 -0.316334  3 
-1.82484 -0.332084  3 
-1.82909 -0.347831  3 
-1.83336 -0.363576  3 
-1.83763 -0.379319  3 
-1.8419 -0.395061  3 
-1.84617 -0.410806  3 
-1.85043 -0.426551  3 
-1.85469 -0.442298  3 
-1.85895 -0.458046  3 
-1.8632 -0.473794  3 
-1.86745 -0.489543  3 
-1.8717 -0.505291  3 
-1.87595 -0.52104  3 
-1.8802 -0.536788  3 
-1.88446 -0.552536  3 
-1.88871 -0.568283  3 
-1.89297 -0.584029  3 
-1.89724 -0.599774  3 
-1.90148 -0.615525  3 
-1.90563 -0.631301  3 
-1.9097 -0.647096  3 
-1.91372 -0.662906  3 
-1.91771 -0.678723  3 
-1.9217 -0.694541  3 
-1.9257 -0.710354  3 
-1.92973 -0.72616  3 
-1.93378 -0.741962  3 
-1.93785 -0.75776  3 
-1.94191 -0.773557  3 
-1.94598 -0.789354  3 
-1.95004 -0.805153  3 
-1.95409 -0.820954  3 
-1.95814 -0.836756  3 
-1.96218 -0.852559  3 
-1.96623 -0.868362  3 
-1.97028 -0.884162  3 
-1.97435 -0.89996  3 
-1.97843 -0.915754  3 
-1.98251 -0.931547  3 
-1.98659 -0.947341  3 
-1.99065 -0.96314  3 
-1.99469 -0.978945  3 
-1.99869 -0.994759  3 
-2.00264 -1.01059  3 
-2.00654 -1.02642  3 
-2.01042 -1.04227  3 
-2.01426 -1.05812  3 
-2.0181 -1.07398  3 
-2.02193 -1.08983  3 
-2.02577 -1.10569  3 
-2.02962 -1.12154  3 
-2.03348 -1.13739  3 
-2.03735 -1.15323  3 
-2.04122 -1.16908  3 
-2.04509 -1.18492  3 
-2.04897 -1.20077  3 
-2.05284 -1.21662  3 
-2.05671 -1.23246  3 
-2.06057 -1.24831  3 
-2.06444 -1.26416  3 
-2.0683 -1.28001  3 
-2.07216 -1.29586  3 
-2.07602 -1.3117  3 
-2.07988 -1.32755  3 
-2.08375 -1.3434  3 
-2.08761 -1.35925  3 
-2.09148 -1.3751  3 
-2.09535 -1.39094  3 
-2.09922 -1.40679  3 
-2.10304 -1.42265  3 
-2.10679 -1.43852  3 
-2.11047 -1.45441  3 
-2.11413 -1.47031  3 

-1.18857  1.58649  3 
-1.19509  1.57153  3 
-1.20146  1.55652  3 
-1.20764  1.54142  3 
-1.21369  1.52627  3 
-1.21966  1.51109  3 
-1.22561  1.4959  3 
-1.23158  1.48072  3 
-1.23759  1.46556  3 
-1.24363  1.4504  3 
-1.2497  1.43526  3 
-1.2558  1.42014  3 
-1.26195  1.40502  3 
-1.26813  1.38993  3 
-1.27432  1.37483  3 
-1.28049  1.35973  3 
-1.28658  1.3446  3 
-1.29258  1.32943  3 
-1.29842  1.3142  3 
-1.30411  1.29891  3 
-1.30976  1.28361  3 
-1.31543  1.26831  3 
-1.3211  1.25302  3 
-1.32677  1.23772  3 
-1.33244  1.22243  3 
-1.3381  1.20713  3 
-1.34376  1.19183  3 
-1.3494  1.17653  3 
-1.35504  1.16122  3 
-1.36069  1.14592  3 
-1.36636  1.13062  3 
-1.37204  1.11533  3 
-1.37776  1.10005  3 
-1.3835  1.08478  3 
-1.38923  1.06951  3 
-1.39488  1.05421  3 
-1.4004  1.03886  3 
-1.40578  1.02346  3 
-1.41106  1.00802  3 
-1.41633  0.992585  3 
-1.42162  0.977156  3 
-1.42694  0.961733  3 
-1.43226  0.946316  3 
-1.4376  0.9309  3 
-1.44293  0.915484  3 
-1.44825  0.900066  3 
-1.45356  0.884643  3 
-1.45887  0.869216  3 
-1.46417  0.85379  3 
-1.46947  0.838365  3 
-1.4748  0.822945  3 
-1.48014  0.807532  3 
-1.48551  0.792128  3 
-1.49088  0.776724  3 
-1.49619  0.7613  3 
-1.50138  0.745839  3 
-1.50644  0.730331  3 
-1.51142  0.714796  3 
-1.51637  0.699252  3 
-1.52134  0.683716  3 
-1.52634  0.668188  3 
-1.53135  0.652665  3 
-1.53637  0.637145  3 
-1.5414  0.621626  3 
-1.54642  0.606106  3 
-1.55142  0.590581  3 
-1.55642  0.575053  3 
-1.56141  0.559523  3 
-1.5664  0.543994  3 
-1.57141  0.528469  3 
-1.57643  0.512949  3 
-1.58148  0.497438  3 
-1.58655  0.481932  3 
-1.5916  0.46642  3 
-1.59658  0.450887  3 
-1.60145  0.435319  3 
-1.6062  0.419715  3 
-1.61089  0.404092  3 
-1.61559  0.38847  3 
-1.62031  0.372855  3 
-1.62504  0.357244  3 
-1.62978  0.341637  3 
-1.63453  0.32603  3 
-1.63927  0.310421  3 
-1.64399  0.294809  3 
-1.64871  0.279194  3 
-1.65342  0.263577  3 
-1.65814  0.247961  3 
-1.66286  0.232348  3 
-1.66761  0.216741  3 
-1.67238  0.201141  3 
-1.67718  0.185551  3 
-1.68199  0.169963  3 
-1.68678  0.154369  3 
-1.69152  0.138761  3 
-1.69618  0.123128  3 
-1.70073  0.107464  3 
-1.7052  0.0917773  3 
-1.70967  0.0760906  3 

-0.314286  2.9  3 
-0.328485  2.89168  3 
-0.342376  2.88298  3 
-0.355957  2.8739  3 
-0.36923  2.86443  3 
-0.382195  2.85458  3 
-0.39485  2.84435  3 
-0.407202  2.83374  3 
-0.419329  2.82284  3 
-0.431373  2.81183  3 
-0.443474  2.80087  3 
-0.455736  2.79007  3 
-0.468063  2.77936  3 
-0.480299  2.76856  3 
-0.492284  2.75752  3 
-0.503865  2.74607  3 
-0.515012  2.73419  3 
-0.525895  2.72204  3 
-0.536699  2.70979  3 
-0.547608  2.69763  3 
-0.558712  2.68565  3 
-0.569888  2.67375  3 
-0.580982  2.66179  3 
-0.591841  2.64964  3 
-0.602315  2.63716  3 
-0.612367  2.62433  3 
-0.622207  2.61131  3 
-0.632074  2.5983  3 
-0.642127  2.58543  3 
-0.652303  2.57266  3 
-0.662503  2.55992  3 
-0.672628  2.54712  3 
-0.682577  2.5342  3 
-0.692252  2.52109  3 
-0.701555  2.5077  3 
-0.710565  2.4941  3 
-0.719558  2.48049  3 
-0.728558  2.46688  3 
-0.737574  2.45329  3 
-0.746612  2.43971  3 
-0.755681  2.42615  3 
-0.764786  2.41262  3 
-0.773937  2.39911  3 
-0.78311  2.38562  3 
-0.792189  2.37206  3 
-0.801033  2.35836  3 
-0.809561  2.34446  3 
-0.817847  2.33041  3 
-0.825988  2.31627  3 
-0.834087  2.30211  3 
-0.842232  2.28797  3 
-0.850437  2.27387  3 
-0.858691  2.2598  3 
-0.866982  2.24575  3 
-0.875296  2.23172  3 
-0.883622  2.21769  3 
-0.891946  2.20366  3 
-0.900227  2.18961  3 
-0.908244  2.17541  3 
-0.915992  2.16106  3 
-0.923547  2.1466  3 
-0.930986  2.13208  3 
-0.938384  2.11753  3 
-0.945817  2.103  3 
-0.953352  2.08853  3 
-0.96098  2.07411  3 
-0.968658  2.05971  3 
-0.976342  2.04532  3 
-0.983991  2.03091  3 
-0.991561  2.01647  3 
-0.999008  2.00196  3 
-1.0063  1.98737  3 
-1.01345  1.97271  3 
-1.02048  1.958  3 
-1.02744  1.94324  3 
-1.03434  1.92846  3 
-1.04123  1.91367  3 
-1.04814  1.89889  3 
-1.05509  1.88413  3 
-1.06207  1.86938  3 
-1.06908  1.85465  3 
-1.07611  1.83994  3 
-1.08315  1.82522  3 
-1.0902  1.81051  3 
-1.09725  1.7958  3 
-1.10417  1.78103  3 
-1.11088  1.76617  3 
-1.11742  1.75122  3 
-1.12384  1.73622  3 
-1.13019  1.72119  3 
-1.13653  1.70616  3 
-1.1429  1.69114  3 
-1.14932  1.67614  3 
-1.15579  1.66117  3 
-1.1623  1.64621  3 
-1.16884  1.63127  3 
-1.1754  1.61634  3 
-1.18199  1.60141  3 
-1.18857  1.58649  3 

 1.1754  1.61634  3 
 1.16884  1.63127  3 
 1.1623  1.64621  3 
 1.15579  1.66117  3 
 1.14932  1.67614  3 
 1.1429  1.69114  3 
 1.13653  1.70616  3 
 1.13019  1.72119  3 
 1.12384  1.73622  3 
 1.11742  1.75122  3 
 1.11088  1.76617  3 
 1.10417  1.78103  3 
 1.09725  1.7958  3 
 1.0902  1.81051  3 
 1.08315  1.82522  3 
 1.07611  1.83994  3 
 1.06908  1.85465  3 
 1.06207  1.86938  3 
 1.05509  1.88413  3 
 1.04814  1.89889  3 
 1.04123  1.91367  3 
 1.03434  1.92846  3 
 1.02744  1.94324  3 
 1.02048  1.958  3 
 1.01345  1.97271  3 
 1.0063  1.98737  3 
 0.999008  2.00196  3 
 0.991561  2.01647  3 
 0.983991  2.03091  3 
 0.976343  2.04532  3 
 0.968658  2.05971  3 
 0.96098  2.0741  3 
 0.953352  2.08853  3 
 0.945818  2.103  3 
 0.938384  2.11753  3 
 0.930986  2.13208  3 
 0.923548  2.1466  3 
 0.915992  2.16106  3 
 0.908244  2.17541  3 
 0.900227  2.18961  3 
 0.891947  2.20366  3 
 0.883622  2.21769  3 
 0.875296  2.23172  3 
 0.866982  2.24575  3 
 0.858692  2.2598  3 
 0.850437  2.27387  3 
 0.842232  2.28797  3 
 0.834088  2.3021  3 
 0.825989  2.31627  3 
 0.817847  2.33041  3 
 0.809562  2.34446  3 
 0.801033  2.35836  3 
 0.792189  2.37206  3 
 0.783111  2.38562  3 
 0.773937  2.39911  3 
 0.764787  2.41262  3 
 0.755681  2.42615  3 
 0.746613  2.43971  3 
 0.737574  2.45329  3 
 0.728559  2.46688  3 
 0.719558  2.48049  3 
 0.710566  2.4941  3 
 0.701555  2.5077  3 
 0.692253  2.52108  3 
 0.682578  2.5342  3 
 0.672628  2.54712  3 
 0.662503  2.55992  3 
 0.652303  2.57266  3 
 0.642127  2.58543  3 
 0.632074  2.5983  3 
 0.622207  2.61131  3 
 0.612367  2.62433  3 
 0.602315  2.63716  3 
 0.591842  2.64963  3 
 0.580982  2.66179  3 
 0.569888  2.67375  3 
 0.558713  2.68565  3 
 0.547609  2.69763  3 
 0.5367  2.70979  3 
 0.525896  2.72204  3 
 0.515013  2.73419  3 
 0.503865  2.74607  3 
 0.492285  2.75752  3 
 0.480299  2.76856  3 
 0.468064  2.77936  3 
 0.455736  2.79007  3 
 0.443474  2.80087  3 
 0.431373  2.81183  3 
 0.41933  2.82284  3 
 0.407202  2.83374  3 
 0.394851  2.84435  3 
 0.382195  2.85458  3 
 0.369231  2.86443  3 
 0.355958  2.8739  3 
 0.342376  2.88298  3 
 0.328486  2.89168  3 
 0.314286  2.9  3 

 1.70073  0.107464  3 
 1.69618  0.123128  3 
 1.69152  0.13876  3 
 1.68678  0.154369  3 
 1.68199  0.169963  3 
 1.67718  0.18555  3 
 1.67238  0.201141  3 
 1.66761  0.21674  3 
 1.66286  0.232347  3 
 1.65814  0.24796  3 
 1.65342  0.263576  3 
 1.64871  0.279193  3 
 1.64399  0.294809  3 
 1.63927  0.31042  3 
 1.63453  0.326029  3 
 1.62978  0.341636  3 
 1.62504  0.357244  3 
 1.62031  0.372854  3 
 1.61559  0.388469  3 
 1.61089  0.404091  3 
 1.6062  0.419714  3 
 1.60145  0.435319  3 
 1.59658  0.450887  3 
 1.5916  0.466419  3 
 1.58655  0.481931  3 
 1.58148  0.497437  3 
 1.57643  0.512948  3 
 1.57141  0.528468  3 
 1.5664  0.543993  3 
 1.56141  0.559522  3 
 1.55642  0.575052  3 
 1.55142  0.59058  3 
 1.54642  0.606105  3 
 1.5414  0.621626  3 
 1.53637  0.637145  3 
 1.53135  0.652664  3 
 1.52634  0.668187  3 
 1.52134  0.683715  3 
 1.51637  0.699252  3 
 1.51142  0.714795  3 
 1.50644  0.730331  3 
 1.50138  0.745838  3 
 1.49619  0.7613  3 
 1.49088  0.776723  3 
 1.48551  0.792127  3 
 1.48014  0.807531  3 
 1.4748  0.822944  3 
 1.46947  0.838364  3 
 1.46417  0.853789  3 
 1.45887  0.869216  3 
 1.45356  0.884642  3 
 1.44825  0.900065  3 
 1.44293  0.915484  3 
 1.4376  0.9309  3 
 1.43226  0.946315  3 
 1.42694  0.961733  3 
 1.42162  0.977155  3 
 1.41633  0.992585  3 
 1.41106  1.00802  3 
 1.40578  1.02346  3 
 1.4004  1.03886  3 
 1.39488  1.05421  3 
 1.38923  1.06951  3 
 1.3835  1.08478  3 
 1.37776  1.10005  3 
 1.37204  1.11533  3 
 1.36636  1.13062  3 
 1.36069  1.14592  3 
 1.35504  1.16122  3 
 1.3494  1.17653  3 
 1.34376  1.19183  3 
 1.3381  1.20713  3 
 1.33244  1.22243  3 
 1.32677  1.23772  3 
 1.3211  1.25302  3 
 1.31543  1.26831  3 
 1.30976  1.28361  3 
 1.30411  1.29891  3 
 1.29842  1.3142  3 
 1.29258  1.32943  3 
 1.28658  1.3446  3 
 1.28049  1.35973  3 
 1.27432  1.37483  3 
 1.26813  1.38993  3 
 1.26195  1.40502  3 
 1.2558  1.42014  3 
 1.2497  1.43526  3 
 1.24363  1.4504  3 
 1.23759  1.46556  3 
 1.23158  1.48072  3 
 1.22561  1.4959  3 
 1.21966  1.51109  3 
 1.21369  1.52627  3 
 1.20764  1.54142  3 
 1.20146  1.55652  3 
 1.19509  1.57153  3 
 1.18857  1.58649  3 
 1.18199  1.60141  3 
 1.1754  1.61634  3 

 2.10679 -1.43852  3 
 2.10304 -1.42265  3 
 2.09922 -1.40679  3 
 2.09535 -1.39094  3 
 2.09148 -1.3751  3 
 2.08761 -1.35925  3 
 2.08375 -1.3434  3 
 2.07988 -1.32755  3 
 2.07602 -1.31171  3 
 2.07216 -1.29586  3 
 2.0683 -1.28001  3 
 2.06444 -1.26416  3 
 2.06057 -1.24831  3 
 2.05671 -1.23246  3 
 2.05284 -1.21662  3 
 2.04897 -1.20077  3 
 2.0451 -1.18493  3 
 2.04122 -1.16908  3 
 2.03735 -1.15323  3 
 2.03348 -1.13739  3 
 2.02962 -1.12154  3 
 2.02577 -1.10569  3 
 2.02193 -1.08983  3 
 2.0181 -1.07398  3 
 2.01426 -1.05812  3 
 2.01042 -1.04227  3 
 2.00654 -1.02642  3 
 2.00264 -1.01059  3 
 1.99869 -0.99476  3 
 1.99469 -0.978945  3 
 1.99065 -0.96314  3 
 1.98659 -0.947342  3 
 1.98251 -0.931548  3 
 1.97843 -0.915755  3 
 1.97435 -0.89996  3 
 1.97028 -0.884163  3 
 1.96623 -0.868362  3 
 1.96218 -0.85256  3 
 1.95814 -0.836757  3 
 1.95409 -0.820954  3 
 1.95004 -0.805153  3 
 1.94598 -0.789355  3 
 1.94191 -0.773558  3 
 1.93785 -0.757761  3 
 1.93378 -0.741963  3 
 1.92973 -0.726161  3 
 1.9257 -0.710354  3 
 1.9217 -0.694541  3 
 1.91771 -0.678723  3 
 1.91372 -0.662906  3 
 1.9097 -0.647097  3 
 1.90563 -0.631301  3 
 1.90148 -0.615526  3 
 1.89724 -0.599775  3 
 1.89297 -0.58403  3 
 1.88871 -0.568284  3 
 1.88446 -0.552537  3 
 1.8802 -0.536789  3 
 1.87595 -0.521041  3 
 1.8717 -0.505292  3 
 1.86745 -0.489543  3 
 1.8632 -0.473795  3 
 1.85895 -0.458046  3 
 1.85469 -0.442299  3 
 1.85043 -0.426552  3 
 1.84617 -0.410806  3 
 1.8419 -0.395062  3 
 1.83763 -0.379319  3 
 1.83336 -0.363576  3 
 1.82909 -0.347832  3 
 1.82484 -0.332085  3 
 1.82059 -0.316334  3 
 1.81637 -0.300578  3 
 1.81216 -0.284817  3 
 1.80795 -0.269059  3 
 1.80368 -0.253315  3 
 1.79933 -0.237595  3 
 1.79487 -0.221902  3 
 1.79037 -0.206225  3 
 1.78585 -0.190549  3 
 1.78135 -0.174869  3 
 1.77687 -0.159186  3 
 1.77239 -0.1435  3 
 1.76792 -0.127812  3 
 1.76345 -0.112124  3 
 1.75898 -0.0964362  3 
 1.75451 -0.0807497  3 
 1.75003 -0.0650642  3 
 1.74555 -0.0493795  3 
 1.74107 -0.0336955  3 
 1.73658 -0.0180121  3 
 1.73209 -0.00232898  3 
 1.72761  0.013354  3 
 1.72312  0.029037  3 
 1.71864  0.0447205  3 
 1.71415  0.0604047  3 
 1.70967  0.07609  3 
 1.7052  0.0917766  3 
 1.70073  0.107464  3 

 2.44898 -3  3 
 2.44572 -2.98402  3 
 2.44247 -2.96803  3 
 2.4392 -2.95205  3 
 2.43594 -2.93607  3 
 2.43268 -2.92008  3 
 2.42941 -2.9041  3 
 2.42614 -2.88812  3 
 2.42287 -2.87214  3 
 2.4196 -2.85616  3 
 2.41634 -2.84018  3 
 2.41308 -2.82419  3 
 2.40983 -2.80821  3 
 2.40659 -2.79222  3 
 2.40334 -2.77624  3 
 2.40005 -2.76026  3 
 2.39671 -2.74429  3 
 2.39331 -2.72834  3 
 2.38989 -2.71239  3 
 2.38647 -2.69644  3 
 2.38306 -2.68049  3 
 2.37966 -2.66453  3 
 2.37627 -2.64858  3 
 2.37288 -2.63262  3 
 2.36949 -2.61666  3 
 2.36611 -2.60071  3 
 2.36272 -2.58475  3 
 2.35933 -2.5688  3 
 2.35593 -2.55284  3 
 2.35253 -2.53689  3 
 2.34914 -2.52093  3 
 2.34574 -2.50498  3 
 2.34234 -2.48902  3 
 2.33895 -2.47307  3 
 2.33556 -2.45711  3 
 2.33216 -2.44116  3 
 2.32877 -2.4252  3 
 2.32537 -2.40925  3 
 2.32198 -2.39329  3 
 2.31858 -2.37734  3 
 2.31518 -2.36138  3 
 2.31179 -2.34543  3 
 2.30839 -2.32947  3 
 2.305 -2.31352  3 
 2.30161 -2.29756  3 
 2.2982 -2.28161  3 
 2.29471 -2.26567  3 
 2.29118 -2.24975  3 
 2.28762 -2.23383  3 
 2.28403 -2.21792  3 
 2.28045 -2.202  3 
 2.27688 -2.18608  3 
 2.27333 -2.17016  3 
 2.26979 -2.15424  3 
 2.26626 -2.13831  3 
 2.26273 -2.12239  3 
 2.25921 -2.10646  3 
 2.25568 -2.09053  3 
 2.25215 -2.07461  3 
 2.24861 -2.05868  3 
 2.24508 -2.04276  3 
 2.24153 -2.02684  3 
 2.23799 -2.01092  3 
 2.23444 -1.99499  3 
 2.23089 -1.97907  3 
 2.22734 -1.96315  3 
 2.22379 -1.94723  3 
 2.22026 -1.93131  3 
 2.21673 -1.91538  3 
 2.21321 -1.89945  3 
 2.20971 -1.88352  3 
 2.20619 -1.86759  3 
 2.20264 -1.85167  3 
 2.19903 -1.83576  3 
 2.19535 -1.81987  3 
 2.19163 -1.80399  3 
 2.18792 -1.7881  3 
 2.18421 -1.77222  3 
 2.18051 -1.75633  3 
 2.17682 -1.74044  3 
 2.17314 -1.72455  3 
 2.16945 -1.70866  3 
 2.16576 -1.69277  3 
 2.16208 -1.67688  3 
 2.15839 -1.66099  3 
 2.15469 -1.6451  3 
 2.151 -1.62921  3 
 2.1473 -1.61333  3 
 2.14359 -1.59744  3 
 2.13988 -1.58156  3 
 2.13617 -1.56567  3 
 2.13246 -1.54979  3 
 2.12876 -1.5339  3 
 2.12508 -1.51801  3 
 2.12142 -1.50211  3 
 2.11777 -1.48621  3 
 2.11413 -1.47031  3 
 2.11048 -1.45441  3 
 2.10679 -1.43852  3 


# Contour 1, label:        2
-2.1857 -2.77861  2 
-2.18939 -2.7944  2 
-2.19308 -2.81018  2 
-2.19677 -2.82596  2 
-2.2004 -2.84176  2 
-2.20397 -2.85757  2 
-2.20748 -2.8734  2 
-2.21097 -2.88923  2 
-2.21445 -2.90506  2 
-2.21794 -2.92089  2 
-2.22144 -2.93672  2 
-2.22495 -2.95254  2 
-2.22847 -2.96836  2 
-2.23201 -2.98418  2 
-2.23556 -3  2 

-1.79941 -1.23789  2 
-1.80373 -1.25351  2 
-1.80797 -1.26916  2 
-1.81216 -1.28482  2 
-1.81634 -1.30048  2 
-1.82054 -1.31613  2 
-1.82476 -1.33179  2 
-1.82899 -1.34743  2 
-1.83323 -1.36308  2 
-1.83747 -1.37872  2 
-1.84172 -1.39437  2 
-1.84596 -1.41001  2 
-1.85019 -1.42566  2 
-1.85442 -1.44131  2 
-1.85865 -1.45696  2 
-1.86288 -1.4726  2 
-1.8671 -1.48825  2 
-1.87132 -1.5039  2 
-1.87555 -1.51955  2 
-1.87977 -1.5352  2 
-1.884 -1.55085  2 
-1.88823 -1.5665  2 
-1.89246 -1.58215  2 
-1.8967 -1.59779  2 
-1.90092 -1.61344  2 
-1.90506 -1.62912  2 
-1.90911 -1.64481  2 
-1.91311 -1.66052  2 
-1.91708 -1.67623  2 
-1.92104 -1.69195  2 
-1.92502 -1.70767  2 
-1.92902 -1.72338  2 
-1.93304 -1.73908  2 
-1.93708 -1.75478  2 
-1.94112 -1.77048  2 
-1.94516 -1.78617  2 
-1.9492 -1.80187  2 
-1.95323 -1.81757  2 
-1.95725 -1.83328  2 
-1.96127 -1.84898  2 
-1.96529 -1.86468  2 
-1.96931 -1.88039  2 
-1.97335 -1.89608  2 
-1.9774 -1.91178  2 
-1.98146 -1.92747  2 
-1.98551 -1.94317  2 
-1.98956 -1.95887  2 
-1.99357 -1.97457  2 
-1.99756 -1.99028  2 
-2.0015 -2.006  2 
-2.00539 -2.02174  2 
-2.00925 -2.03748  2 
-2.01308 -2.05323  2 
-2.01689 -2.06899  2 
-2.0207 -2.08475  2 
-2.02451 -2.1005  2 
-2.02833 -2.11625  2 
-2.03217 -2.132  2 
-2.03601 -2.14775  2 
-2.03986 -2.1635  2 
-2.04371 -2.17924  2 
-2.04756 -2.19499  2 
-2.0514 -2.21074  2 
-2.05525 -2.22648  2 
-2.05909 -2.24223  2 
-2.06293 -2.25798  2 
-2.06677 -2.27373  2 
-2.07061 -2.28948  2 
-2.07444 -2.30522  2 
-2.07828 -2.32097  2 
-2.08212 -2.33672  2 
-2.08596 -2.35247  2 
-2.0898 -2.36822  2 
-2.09364 -2.38397  2 
-2.09749 -2.39971  2 
-2.10132 -2.41546  2 
-2.10507 -2.43123  2 
-2.10876 -2.44702  2 
-2.11241 -2.46281  2 
-2.11603 -2.47861  2 
-2.11965 -2.49441  2 
-2.12328 -2.51021  2 
-2.12693 -2.526  2 
-2.1306 -2.54179  2 
-2.13428 -2.55758  2 
-2.13796 -2.57336  2 
-2.14165 -2.58915  2 
-2.14534 -2.60493  2 
-2.14902 -2.62072  2 
-2.15269 -2.63651  2 
-2.15637 -2.65229  2 
-2.16003 -2.66808  2 
-2.1637 -2.68387  2 
-2.16736 -2.69966  2 
-2.17103 -2.71545  2 
-2.17469 -2.73124  2 
-2.17835 -2.74703  2 
-2.18202 -2.76282  2 
-2.1857 -2.77861  2 

-1.31336  0.273892  2 
-1.31899  0.258693  2 
-1.32463  0.243495  2 
-1.33027  0.228297  2 
-1.3359  0.213097  2 
-1.34152  0.197894  2 
-1.34713  0.182686  2 
-1.35274  0.167478  2 
-1.35835  0.15227  2 
-1.36397  0.137067  2 
-1.36961  0.121869  2 
-1.37527  0.106682  2 
-1.38097  0.0915051  2 
-1.38667  0.0763308  2 
-1.39233  0.0611397  2 
-1.39789  0.0459127  2 
-1.40329  0.0306322  2 
-1.40857  0.0153067  2 
-1.41381 -3.60165e-05  2 
-1.41905 -0.0153729  2 
-1.42433 -0.0307015  2 
-1.42961 -0.0460241  2 
-1.43491 -0.0613434  2 
-1.44021 -0.0766617  2 
-1.44551 -0.0919816  2 
-1.45079 -0.107306  2 
-1.45607 -0.122633  2 
-1.46133 -0.137963  2 
-1.4666 -0.153292  2 
-1.47188 -0.168618  2 
-1.47718 -0.183938  2 
-1.4825 -0.199251  2 
-1.48784 -0.214556  2 
-1.49316 -0.229869  2 
-1.49839 -0.245209  2 
-1.5035 -0.260593  2 
-1.50848 -0.276017  2 
-1.51341 -0.29146  2 
-1.51833 -0.306904  2 
-1.52329 -0.32234  2 
-1.52826 -0.337768  2 
-1.53324 -0.353191  2 
-1.53824 -0.368613  2 
-1.54323 -0.384035  2 
-1.54821 -0.399459  2 
-1.55318 -0.414887  2 
-1.55814 -0.430319  2 
-1.5631 -0.445751  2 
-1.56807 -0.461181  2 
